CompoundName	TargetGene	PubchemCID	InKey	ClinicalPhase	MOA	DiseaseArea	Indication
rocuronium	CHRM2	441290	YXRDKMPIGHSVRX-OOJCLDBCSA-N	Launched	acetylcholine receptor antagonist	neurology/psychiatry	anesthetic
rocuronium	CHRNA2	441290	YXRDKMPIGHSVRX-OOJCLDBCSA-N	Launched	acetylcholine receptor antagonist	neurology/psychiatry	anesthetic
rocuronium	HTR3A	441290	YXRDKMPIGHSVRX-OOJCLDBCSA-N	Launched	acetylcholine receptor antagonist	neurology/psychiatry	anesthetic
rofecoxib	ELN	5090	RZJQGNCSTQAWON-UHFFFAOYSA-N	Withdrawn	cyclooxygenase inhibitor	NA	NA
rofecoxib	PTGS2	5090	RZJQGNCSTQAWON-UHFFFAOYSA-N	Withdrawn	cyclooxygenase inhibitor	NA	NA
roflumilast	PDE4A	449193	MNDBXUUTURYVHR-UHFFFAOYSA-N	Launched	phosphodiesterase inhibitor	pulmonary	chronic obstructive pulmonary disease (COPD)|bronchitis
roflumilast	PDE4B	449193	MNDBXUUTURYVHR-UHFFFAOYSA-N	Launched	phosphodiesterase inhibitor	pulmonary	chronic obstructive pulmonary disease (COPD)|bronchitis
roflumilast	PDE4C	449193	MNDBXUUTURYVHR-UHFFFAOYSA-N	Launched	phosphodiesterase inhibitor	pulmonary	chronic obstructive pulmonary disease (COPD)|bronchitis
roflumilast	PDE4D	449193	MNDBXUUTURYVHR-UHFFFAOYSA-N	Launched	phosphodiesterase inhibitor	pulmonary	chronic obstructive pulmonary disease (COPD)|bronchitis
romidepsin	HDAC1	56840936	"InChI=1S/C24H36N4O6S2/c1-6-16-21(30)28-20(14(4)5)24(33)34-15-9-7-8-10-35-36-12-17(22(31)25-16)26-23(32)19(13(2)3)27-18(29)11-15/h6-7,9,13-15,17,19-20H,8,10-12H2,1-5H3,(H,25,31)(H,26,32)(H,27,29)(H,28,30)/b9-7+,16-6-/t15-,17-,19-,20?/m1/s1"	Launched	HDAC inhibitor	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)
romidepsin	HDAC2	56840936	"InChI=1S/C24H36N4O6S2/c1-6-16-21(30)28-20(14(4)5)24(33)34-15-9-7-8-10-35-36-12-17(22(31)25-16)26-23(32)19(13(2)3)27-18(29)11-15/h6-7,9,13-15,17,19-20H,8,10-12H2,1-5H3,(H,25,31)(H,26,32)(H,27,29)(H,28,30)/b9-7+,16-6-/t15-,17-,19-,20?/m1/s1"	Launched	HDAC inhibitor	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)
romidepsin	HDAC3	56840936	"InChI=1S/C24H36N4O6S2/c1-6-16-21(30)28-20(14(4)5)24(33)34-15-9-7-8-10-35-36-12-17(22(31)25-16)26-23(32)19(13(2)3)27-18(29)11-15/h6-7,9,13-15,17,19-20H,8,10-12H2,1-5H3,(H,25,31)(H,26,32)(H,27,29)(H,28,30)/b9-7+,16-6-/t15-,17-,19-,20?/m1/s1"	Launched	HDAC inhibitor	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)
romidepsin	HDAC4	56840936	"InChI=1S/C24H36N4O6S2/c1-6-16-21(30)28-20(14(4)5)24(33)34-15-9-7-8-10-35-36-12-17(22(31)25-16)26-23(32)19(13(2)3)27-18(29)11-15/h6-7,9,13-15,17,19-20H,8,10-12H2,1-5H3,(H,25,31)(H,26,32)(H,27,29)(H,28,30)/b9-7+,16-6-/t15-,17-,19-,20?/m1/s1"	Launched	HDAC inhibitor	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)
romidepsin	HDAC5	56840936	"InChI=1S/C24H36N4O6S2/c1-6-16-21(30)28-20(14(4)5)24(33)34-15-9-7-8-10-35-36-12-17(22(31)25-16)26-23(32)19(13(2)3)27-18(29)11-15/h6-7,9,13-15,17,19-20H,8,10-12H2,1-5H3,(H,25,31)(H,26,32)(H,27,29)(H,28,30)/b9-7+,16-6-/t15-,17-,19-,20?/m1/s1"	Launched	HDAC inhibitor	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)
romidepsin	HDAC6	56840936	"InChI=1S/C24H36N4O6S2/c1-6-16-21(30)28-20(14(4)5)24(33)34-15-9-7-8-10-35-36-12-17(22(31)25-16)26-23(32)19(13(2)3)27-18(29)11-15/h6-7,9,13-15,17,19-20H,8,10-12H2,1-5H3,(H,25,31)(H,26,32)(H,27,29)(H,28,30)/b9-7+,16-6-/t15-,17-,19-,20?/m1/s1"	Launched	HDAC inhibitor	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)
romidepsin	HDAC7	56840936	"InChI=1S/C24H36N4O6S2/c1-6-16-21(30)28-20(14(4)5)24(33)34-15-9-7-8-10-35-36-12-17(22(31)25-16)26-23(32)19(13(2)3)27-18(29)11-15/h6-7,9,13-15,17,19-20H,8,10-12H2,1-5H3,(H,25,31)(H,26,32)(H,27,29)(H,28,30)/b9-7+,16-6-/t15-,17-,19-,20?/m1/s1"	Launched	HDAC inhibitor	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)
romidepsin	HDAC8	56840936	"InChI=1S/C24H36N4O6S2/c1-6-16-21(30)28-20(14(4)5)24(33)34-15-9-7-8-10-35-36-12-17(22(31)25-16)26-23(32)19(13(2)3)27-18(29)11-15/h6-7,9,13-15,17,19-20H,8,10-12H2,1-5H3,(H,25,31)(H,26,32)(H,27,29)(H,28,30)/b9-7+,16-6-/t15-,17-,19-,20?/m1/s1"	Launched	HDAC inhibitor	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)
romidepsin	HDAC9	56840936	"InChI=1S/C24H36N4O6S2/c1-6-16-21(30)28-20(14(4)5)24(33)34-15-9-7-8-10-35-36-12-17(22(31)25-16)26-23(32)19(13(2)3)27-18(29)11-15/h6-7,9,13-15,17,19-20H,8,10-12H2,1-5H3,(H,25,31)(H,26,32)(H,27,29)(H,28,30)/b9-7+,16-6-/t15-,17-,19-,20?/m1/s1"	Launched	HDAC inhibitor	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)
ropinirole	ADRA2A	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	ADRA2B	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	ADRA2C	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	DRD1	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	DRD2	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	DRD3	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	DRD4	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	DRD5	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	HTR1A	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	HTR1B	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	HTR1D	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	HTR2A	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	HTR2B	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropinirole	HTR2C	5095	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ropivacaine	SCN10A	175805	ZKMNUMMKYBVTFN-HNNXBMFYSA-N	Launched	sodium channel blocker	neurology/psychiatry	anesthetic
roscovitine	CDK2	160355	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	Phase 2	CDK inhibitor	NA	NA
roscovitine	CDK9	160355	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	Phase 2	CDK inhibitor	NA	NA
rosiglitazone	FFAR1	10021239	YASAKCUCGLMORW-OAHLLOKOSA-N	Withdrawn	insulin sensitizer|PPAR receptor agonist	NA	NA
rosiglitazone	PPARG	10021239	YASAKCUCGLMORW-OAHLLOKOSA-N	Withdrawn	insulin sensitizer|PPAR receptor agonist	NA	NA
rosiglitazone	TRPC5	10021239	YASAKCUCGLMORW-OAHLLOKOSA-N	Withdrawn	insulin sensitizer|PPAR receptor agonist	NA	NA
rosiglitazone	TRPM3	10021239	YASAKCUCGLMORW-OAHLLOKOSA-N	Withdrawn	insulin sensitizer|PPAR receptor agonist	NA	NA
rosmarinic-acid	MCL1	5281792	DOUMFZQKYFQNTF-WUTVXBCWSA-N	Launched	GABA transaminase inhibitor	NA	NA
rosmarinic-acid	TYR	5281792	DOUMFZQKYFQNTF-WUTVXBCWSA-N	Launched	GABA transaminase inhibitor	NA	NA
rostafuroxine	ATP1A1	153976	AEAPORIZZWBIEX-DTBDINHYSA-N	Phase 2	ATPase inhibitor	NA	NA
rosuvastatin	HMGCR	446157	BPRHUIZQVSMCRT-VEUZHWNKSA-N	Launched	HMGCR inhibitor	endocrinology|cardiology	hyperlipidemia|dyslipidemia|hypertriglyceridemia|hypercholesterolemia|atherosclerosis
rotigotine	ADRA2B	59227	KFQYTPMOWPVWEJ-INIZCTEOSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
rotigotine	DRD1	59227	KFQYTPMOWPVWEJ-INIZCTEOSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
rotigotine	DRD2	59227	KFQYTPMOWPVWEJ-INIZCTEOSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
rotigotine	DRD3	59227	KFQYTPMOWPVWEJ-INIZCTEOSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
rotigotine	DRD4	59227	KFQYTPMOWPVWEJ-INIZCTEOSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
rotigotine	DRD5	59227	KFQYTPMOWPVWEJ-INIZCTEOSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
rotigotine	HTR1A	59227	KFQYTPMOWPVWEJ-INIZCTEOSA-N	Launched	dopamine receptor agonist	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
rotundine	DRD1	72301	AEQDJSLRWYMAQI-KRWDZBQOSA-N	Launched	serotonin receptor agonist	neurology/psychiatry	anxiety|sedative
rotundine	DRD2	72301	AEQDJSLRWYMAQI-KRWDZBQOSA-N	Launched	serotonin receptor agonist	neurology/psychiatry	anxiety|sedative
rotundine	DRD3	72301	AEQDJSLRWYMAQI-KRWDZBQOSA-N	Launched	serotonin receptor agonist	neurology/psychiatry	anxiety|sedative
rotundine	HTR1A	72301	AEQDJSLRWYMAQI-KRWDZBQOSA-N	Launched	serotonin receptor agonist	neurology/psychiatry	anxiety|sedative
roxatidine-acetate	HRH2	5105	SMTZFNFIKUPEJC-UHFFFAOYSA-N	Launched	histamine receptor antagonist	gastroenterology	Zollinger-Ellison syndrome|erosive esophagitis (EE)|gastroesophageal reflux disease (GERD)|gastritis
roxithromycin	MLNR		RXZBMPWDPOLZGW-SWCVOMKCSA-N	Launched	bacterial 50S ribosomal subunit inhibitor	infectious disease	respiratory tract infections|urinary tract infections|skin infections
RP-001	S1PR1	58344861	WNDDDFYFTSGSEC-HXUWFJFHSA-N	Preclinical	sphingosine 1-phosphate receptor agonist	NA	NA
RQ-00203078	TRPM8	49783953	IJGQFZYYEHCCIZ-UHFFFAOYSA-N	Preclinical	transient receptor potential channel antagonist	NA	NA
RRx-001	G6PD	15950826	JODKFOVZURLVTG-UHFFFAOYSA-N	Phase 3	glucose 6-phosphate dehydrogenase inhibitor	NA	NA
RS-100329	ADRA1A	3567002	RCOBWVAGWYRNHZ-UHFFFAOYSA-N	Preclinical	adrenergic receptor antagonist	NA	NA
RS-100329	ADRA1D	3567002	RCOBWVAGWYRNHZ-UHFFFAOYSA-N	Preclinical	adrenergic receptor antagonist	NA	NA
RS-102221	HTR2A	3693566	HZZZZODVDSHQRG-UHFFFAOYSA-N	Preclinical	serotonin receptor antagonist	NA	NA
RS-102221	HTR2B	3693566	HZZZZODVDSHQRG-UHFFFAOYSA-N	Preclinical	serotonin receptor antagonist	NA	NA
RS-102221	HTR2C	3693566	HZZZZODVDSHQRG-UHFFFAOYSA-N	Preclinical	serotonin receptor antagonist	NA	NA
RS-102895	CCR2	10000456	HIDWEYPGMLIQSN-UHFFFAOYSA-N	Preclinical	CCR antagonist	NA	NA
RS-127445	HTR2A	196968	ZZZQXCUPAJFVBN-UHFFFAOYSA-N	Phase 1	serotonin receptor antagonist	NA	NA
RS-127445	HTR2B	196968	ZZZQXCUPAJFVBN-UHFFFAOYSA-N	Phase 1	serotonin receptor antagonist	NA	NA
RS-127445	HTR2C	196968	ZZZQXCUPAJFVBN-UHFFFAOYSA-N	Phase 1	serotonin receptor antagonist	NA	NA
RS-17053	ADRA1A	3894573	XLZHXAXXJVKTFM-UHFFFAOYSA-N	Preclinical	adrenergic receptor antagonist	NA	NA
RS-17053	ADRA1D	3894573	XLZHXAXXJVKTFM-UHFFFAOYSA-N	Preclinical	adrenergic receptor antagonist	NA	NA
RS-23597-190	HTR4	182593	RLSGBCUXLRMTPF-UHFFFAOYSA-N	Preclinical	serotonin receptor antagonist	NA	NA
RS-39604	HTR4	5145950	BKVIWGRFRKLFIO-UHFFFAOYSA-N	Preclinical	serotonin receptor antagonist	NA	NA
RS-504393	CCL2	9953769	ODNICNWASXKNNQ-UHFFFAOYSA-N	Preclinical	CC chemokine receptor antagonist	NA	NA
RS-504393	CCR2	9953769	ODNICNWASXKNNQ-UHFFFAOYSA-N	Preclinical	CC chemokine receptor antagonist	NA	NA
RS-56812	HTR3A	6604789	ZNAPADWWBWFMCQ-HNNXBMFYSA-N	Preclinical	serotonin receptor partial agonist	NA	NA
RS-67333	HTR4	183782	JBHLYIVFFLNISJ-UHFFFAOYSA-N	Preclinical	serotonin receptor partial agonist	NA	NA
RS-67506	HTR4	133076	UATDVRSFFGFTAI-UHFFFAOYSA-N	Preclinical	serotonin receptor partial agonist	NA	NA
RS-79948	ADRA2A	9908992	UMGBFFAJXFXOIL-MNEFBYGVSA-N	Preclinical	adrenergic receptor antagonist	NA	NA
RTA-408	NFE2L2	71811910	RJCWBNBKOKFWNY-IDPLTSGASA-N	Phase 2	nitric oxide production inhibitor	NA	NA
RU-SKI-43	HHAT	93160320	AEENEMOEBJOKGN-UZLBHIALSA-N	Preclinical	hedgehog pathway inhibitor	NA	NA
RU-24969	HTR1A	108029	KRVMLPUDAOWOGN-UHFFFAOYSA-N	Phase 1	serotonin receptor agonist	NA	NA
RU-24969	HTR1B	108029	KRVMLPUDAOWOGN-UHFFFAOYSA-N	Phase 1	serotonin receptor agonist	NA	NA
RU-24969	HTR1D	108029	KRVMLPUDAOWOGN-UHFFFAOYSA-N	Phase 1	serotonin receptor agonist	NA	NA
RU-24969	HTR2A	108029	KRVMLPUDAOWOGN-UHFFFAOYSA-N	Phase 1	serotonin receptor agonist	NA	NA
RU-24969	HTR2B	108029	KRVMLPUDAOWOGN-UHFFFAOYSA-N	Phase 1	serotonin receptor agonist	NA	NA
RU-24969	HTR2C	108029	KRVMLPUDAOWOGN-UHFFFAOYSA-N	Phase 1	serotonin receptor agonist	NA	NA
RU-24969	HTR5A	108029	KRVMLPUDAOWOGN-UHFFFAOYSA-N	Phase 1	serotonin receptor agonist	NA	NA
RU-24969	HTR6	108029	KRVMLPUDAOWOGN-UHFFFAOYSA-N	Phase 1	serotonin receptor agonist	NA	NA
RU-28318	NR3C2	3034004	DNHCHRGCTVRAFT-JEHIOXJOSA-N	Phase 2	cytochrome P450 inhibitor	NA	NA
RU-42173	ADRB2	3086576	ZSTCZWJCLIRCOJ-DGCLKSJQSA-N	Phase 2	adrenergic receptor agonist	NA	NA
RU-58841	AR	132981	ARBYGDBJECGMGA-UHFFFAOYSA-N	Phase 2	androgen receptor antagonist	NA	NA
rubitecan	TOP1	472335	VHXNKPBCCMUMSW-FQEVSTJZSA-N	Phase 3	topoisomerase inhibitor	NA	NA
rucaparib	PARP1	9931954	HMABYWSNWIZPAG-UHFFFAOYSA-N	Phase 3	PARP inhibitor	NA	NA
rucaparib	PARP2	9931954	HMABYWSNWIZPAG-UHFFFAOYSA-N	Phase 3	PARP inhibitor	NA	NA
rucinol	TYR	205912	CSHZYWUPJWVTMQ-UHFFFAOYSA-N	Phase 1	tyrosinase inhibitor	NA	NA
rufinamide	GRM5	129228	POGQSBRIGCQNEG-UHFFFAOYSA-N	Launched	voltage-gated sodium channel blocker	neurology/psychiatry	seizures
rufinamide	SCN10A	129228	POGQSBRIGCQNEG-UHFFFAOYSA-N	Launched	voltage-gated sodium channel blocker	neurology/psychiatry	seizures
rufinamide	SCN11A	129228	POGQSBRIGCQNEG-UHFFFAOYSA-N	Launched	voltage-gated sodium channel blocker	neurology/psychiatry	seizures
rufinamide	SCN1A	129228	POGQSBRIGCQNEG-UHFFFAOYSA-N	Launched	voltage-gated sodium channel blocker	neurology/psychiatry	seizures
rufinamide	SCN2A	129228	POGQSBRIGCQNEG-UHFFFAOYSA-N	Launched	voltage-gated sodium channel blocker	neurology/psychiatry	seizures
rufinamide	SCN3A	129228	POGQSBRIGCQNEG-UHFFFAOYSA-N	Launched	voltage-gated sodium channel blocker	neurology/psychiatry	seizures
rufinamide	SCN4A	129228	POGQSBRIGCQNEG-UHFFFAOYSA-N	Launched	voltage-gated sodium channel blocker	neurology/psychiatry	seizures
rufinamide	SCN5A	129228	POGQSBRIGCQNEG-UHFFFAOYSA-N	Launched	voltage-gated sodium channel blocker	neurology/psychiatry	seizures
rufinamide	SCN7A	129228	POGQSBRIGCQNEG-UHFFFAOYSA-N	Launched	voltage-gated sodium channel blocker	neurology/psychiatry	seizures
rufinamide	SCN8A	129228	POGQSBRIGCQNEG-UHFFFAOYSA-N	Launched	voltage-gated sodium channel blocker	neurology/psychiatry	seizures
rufinamide	SCN9A	129228	POGQSBRIGCQNEG-UHFFFAOYSA-N	Launched	voltage-gated sodium channel blocker	neurology/psychiatry	seizures
rupatadine	HRH1	133017	WUZYKBABMWJHDL-UHFFFAOYSA-N	Launched	histamine receptor antagonist|platelet activating factor receptor antagonist	allergy	allergic rhinitis|urticaria
rupatadine	PTAFR	133017	WUZYKBABMWJHDL-UHFFFAOYSA-N	Launched	histamine receptor antagonist|platelet activating factor receptor antagonist	allergy	allergic rhinitis|urticaria
rutaecarpine	PTGS2	65752	ACVGWSKVRYFWRP-UHFFFAOYSA-N	Preclinical	cyclooxygenase inhibitor	NA	NA
rutin	AKR1C3	5280805	IKGXIBQEEMLURG-NVPNHPEKSA-N	Launched	antioxidant|capillary stabilizing agent|nitric oxide scavenger	rheumatology|otolaryngology|gastroenterology|neurology/psychiatry|allergy	joint pain|nasal congestion|constipation|irritability|allergic rhinitis
ruxolitinib	JAK1	25126798	HFNKQEVNSGCOJV-OAHLLOKOSA-N	Launched	JAK inhibitor	hematologic malignancy|hematology	myelofibrosis|polycythemia vera
ruxolitinib	JAK2	25126798	HFNKQEVNSGCOJV-OAHLLOKOSA-N	Launched	JAK inhibitor	hematologic malignancy|hematology	myelofibrosis|polycythemia vera
ruxolitinib	JAK3	25126798	HFNKQEVNSGCOJV-OAHLLOKOSA-N	Launched	JAK inhibitor	hematologic malignancy|hematology	myelofibrosis|polycythemia vera
ruxolitinib	TYK2	25126798	HFNKQEVNSGCOJV-OAHLLOKOSA-N	Launched	JAK inhibitor	hematologic malignancy|hematology	myelofibrosis|polycythemia vera
ruxolitinib-(S)	JAK1	50878566	HFNKQEVNSGCOJV-HNNXBMFYSA-N	Preclinical	JAK inhibitor	NA	NA
ruxolitinib-(S)	JAK2	50878566	HFNKQEVNSGCOJV-HNNXBMFYSA-N	Preclinical	JAK inhibitor	NA	NA
RWJ-21757	TLR7	135410906	VDCRFBBZFHHYGT-IOSLPCCCSA-N	Phase 2	toll-like receptor agonist	NA	NA
RWJ-50271	ICAM1	9953357	HOFGTYCLOKDAES-UHFFFAOYSA-N	Preclinical	integrin inhibitor	NA	NA
RWJ-67657	MAPK14	3008319	QSUSKMBNZQHHPA-UHFFFAOYSA-N	Phase 1	MAP kinase inhibitor	NA	NA
RWJ-67657	PTGS2	3008319	QSUSKMBNZQHHPA-UHFFFAOYSA-N	Phase 1	MAP kinase inhibitor	NA	NA
RX-3117	CDK2	11242315	QLLGKCJUPWYJON-HLTSFMKQSA-N	Phase 1/Phase 2	CDK inhibitor|DNA synthesis inhibitor	NA	NA
RX-3117	DNMT1	11242315	QLLGKCJUPWYJON-HLTSFMKQSA-N	Phase 1/Phase 2	CDK inhibitor|DNA synthesis inhibitor	NA	NA
RX-821002	ADRA1A	67743720	HQGWKNGAKBPTBX-LBPRGKRZSA-N	Preclinical	adrenergic receptor antagonist	NA	NA
RX-821002	ADRA1B	67743720	HQGWKNGAKBPTBX-LBPRGKRZSA-N	Preclinical	adrenergic receptor antagonist	NA	NA
RX-821002	ADRA1D	67743720	HQGWKNGAKBPTBX-LBPRGKRZSA-N	Preclinical	adrenergic receptor antagonist	NA	NA
RX-821002	ADRA2A	67743720	HQGWKNGAKBPTBX-LBPRGKRZSA-N	Preclinical	adrenergic receptor antagonist	NA	NA
RX-821002	ADRA2B	67743720	HQGWKNGAKBPTBX-LBPRGKRZSA-N	Preclinical	adrenergic receptor antagonist	NA	NA
RX-821002	ADRA2C	67743720	HQGWKNGAKBPTBX-LBPRGKRZSA-N	Preclinical	adrenergic receptor antagonist	NA	NA
ryuvidine	CDK2	481747	HFPLHASLIOXVGS-UHFFFAOYSA-N	Preclinical	histone lysine methyltransferase inhibitor	NA	NA
ryuvidine	CDK4	481747	HFPLHASLIOXVGS-UHFFFAOYSA-N	Preclinical	histone lysine methyltransferase inhibitor	NA	NA
R112	SYK	9904854	TVKGTSHBQZEFEE-UHFFFAOYSA-N	Phase 1	SYK inhibitor	NA	NA
R406	RET	11213558	NHHQJBCNYHBUSI-UHFFFAOYSA-N	Phase 1	SYK inhibitor	NA	NA
R406	SYK	11213558	NHHQJBCNYHBUSI-UHFFFAOYSA-N	Phase 1	SYK inhibitor	NA	NA
R547	CDK1	6918852	JRNJNYBQQYBCLE-UHFFFAOYSA-N	Phase 1	CDK inhibitor	NA	NA
R547	CDK2	6918852	JRNJNYBQQYBCLE-UHFFFAOYSA-N	Phase 1	CDK inhibitor	NA	NA
R547	CDK4	6918852	JRNJNYBQQYBCLE-UHFFFAOYSA-N	Phase 1	CDK inhibitor	NA	NA
R547	CDK7	6918852	JRNJNYBQQYBCLE-UHFFFAOYSA-N	Phase 1	CDK inhibitor	NA	NA
S-isopropylisothiourea	NOS3	445319	XSSNABKEYXKKMK-UHFFFAOYSA-N	Preclinical	nitric oxide synthase inhibitor	NA	NA
S-methylcysteine	CTSD	7058174	IDIDJDIHTAOVLG-VKHMYHEASA-N	Phase 1		NA	NA
S-methylcysteine	MGMT	7058174	IDIDJDIHTAOVLG-VKHMYHEASA-N	Phase 1		NA	NA
S-nitrosoglutathione	PTPN1	104858	HYHSBSXUHZOYLX-WDSKDSINSA-N	Phase 1	nitric oxide stimulant	NA	NA
S-07662	NR1I3	2732040	UITFWLJMEZPXOF-UHFFFAOYSA-N	Preclinical	CAR antagonist	NA	NA
S-111	PARP1	11213350	PYXFVCFISTUSOO-HKUCOEKDSA-N	Phase 2	PARP inhibitor	NA	NA
S-14506	HTR1A	131906	IFMQODYDAUKKEN-UHFFFAOYSA-N	Preclinical	serotonin receptor agonist	NA	NA
SA-47	FAAH	9840648	HSYCMGWPPRTNKH-UHFFFAOYSA-N	Preclinical	FAAH inhibitor	NA	NA
saccharin	CA1	5143	CVHZOJJKTDOEJC-UHFFFAOYSA-N	Launched	DNA polymerase inhibitor	NA	NA
saccharin	CA12	5143	CVHZOJJKTDOEJC-UHFFFAOYSA-N	Launched	DNA polymerase inhibitor	NA	NA
saccharin	CA2	5143	CVHZOJJKTDOEJC-UHFFFAOYSA-N	Launched	DNA polymerase inhibitor	NA	NA
saccharin	CA9	5143	CVHZOJJKTDOEJC-UHFFFAOYSA-N	Launched	DNA polymerase inhibitor	NA	NA
saclofen	GABBR1	57453816	JYLNVJYYQQXNEK-QMMMGPOBSA-N	Preclinical	GABA receptor antagonist	NA	NA
saclofen	GABBR2	57453816	JYLNVJYYQQXNEK-QMMMGPOBSA-N	Preclinical	GABA receptor antagonist	NA	NA
saclofen	KCTD12	57453816	JYLNVJYYQQXNEK-QMMMGPOBSA-N	Preclinical	GABA receptor antagonist	NA	NA
saclofen	KCTD16	57453816	JYLNVJYYQQXNEK-QMMMGPOBSA-N	Preclinical	GABA receptor antagonist	NA	NA
saclofen	KCTD8	57453816	JYLNVJYYQQXNEK-QMMMGPOBSA-N	Preclinical	GABA receptor antagonist	NA	NA
sacubitril	MME	9811834	PYNXFZCZUAOOQC-UTKZUKDTSA-N	Launched	neprilysin inhibitor	cardiology	congestive heart failure
safinamide	MAOB	131682	NEMGRZFTLSKBAP-LBPRGKRZSA-N	Launched	dopamine reuptake inhibitor|glutamate inhibitor|monoamine oxidase inhibitor	neurology/psychiatry	Parkinson's Disease
safingol	TRPM3	91486	OTKJDMGTUTTYMP-ZWKOTPCHSA-N	Phase 1	PKC inhibitor	NA	NA
safranal	GABBR1	61041	SGAWOGXMMPSZPB-UHFFFAOYSA-N	Phase 2	benzodiazepine receptor agonist	NA	NA
SAG	SMO	NA	VFSUUTYAEQOIMW-YHBQERECSA-N	Preclinical	smoothened receptor agonist	NA	NA
SAG	TRPC6	NA	VFSUUTYAEQOIMW-YHBQERECSA-N	Preclinical	smoothened receptor agonist	NA	NA
salicylic-acid	AKR1C1	338	YGSDEFSMJLZEOE-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor|prostanoid receptor antagonist	dermatology|endocrinology|neurology/psychiatry	acne vulgaris (AV)|fever|pain relief
salicylic-acid	ASIC3	338	YGSDEFSMJLZEOE-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor|prostanoid receptor antagonist	dermatology|endocrinology|neurology/psychiatry	acne vulgaris (AV)|fever|pain relief
salicylic-acid	PTGS1	338	YGSDEFSMJLZEOE-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor|prostanoid receptor antagonist	dermatology|endocrinology|neurology/psychiatry	acne vulgaris (AV)|fever|pain relief
salicylic-acid	PTGS2	338	YGSDEFSMJLZEOE-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor|prostanoid receptor antagonist	dermatology|endocrinology|neurology/psychiatry	acne vulgaris (AV)|fever|pain relief
salidroside	APP	159278	ILRCGYURZSFMEG-RKQHYHRCSA-N	Preclinical	beta amyloid protein neurotoxicity inhibitor	NA	NA
