Id,properties.name,properties._n_name,properties.n_name,modularity_class
183068,,TWISTED BLOOD VESSELS|VASCULAR TORTUOSITY,"['TWISTED BLOOD VESSELS', 'VASCULAR TORTUOSITY']",14
178603,,LOWER JAW PAIN|MANDIBULAR PAIN,"['LOWER JAW PAIN', 'MANDIBULAR PAIN']",14
97555,,CRANIAL NERVE COMPRESSION,CRANIAL NERVE COMPRESSION,14
102397,,ABNORMAL TISSUE MASS|NEOPLASIA|ONCOLOGICAL ABNORMALITY|TUMOR|TUMOUR|CANCER|ONCOLOGY|NEOPLASM,"['ABNORMAL TISSUE MASS', 'NEOPLASIA', 'ONCOLOGICAL ABNORMALITY', 'TUMOR', 'TUMOUR', 'CANCER', 'ONCOLOGY', 'NEOPLASM']",14
163022,,DEMYELINATION IN CENTRAL WHITE MATTER|CNS DEMYELINATION,"['DEMYELINATION IN CENTRAL WHITE MATTER', 'CNS DEMYELINATION']",14
126354,,DEMYELINATION|PERIPHERAL DEMYELINATION,"['DEMYELINATION', 'PERIPHERAL DEMYELINATION']",38
178586,,EYE PAIN|OCULAR PAIN,"['EYE PAIN', 'OCULAR PAIN']",38
162125,,CAMPTODACTYLY OF HANDS|CAMPTODACTYLY OF PROXIMAL INTERPHALANGEAL JOINT|CONTRACTURES OF THE PROXIMAL INTERPHALANGEAL JOINTS OF THE FINGERS|FLEXION CONTRACTURES OF PROXIMAL INTERPHALANGEAL JOINTS|PERMANENT FLEXION OF THE FINGER|PROXIMAL INTERPHALANGEAL FINGER JOINT CONTRACTURES|CAMPTODACTYLY OF FINGER,"['CAMPTODACTYLY OF HANDS', 'CAMPTODACTYLY OF PROXIMAL INTERPHALANGEAL JOINT', 'CONTRACTURES OF THE PROXIMAL INTERPHALANGEAL JOINTS OF THE FINGERS', 'FLEXION CONTRACTURES OF PROXIMAL INTERPHALANGEAL JOINTS', 'PERMANENT FLEXION OF THE FINGER', 'PROXIMAL INTERPHALANGEAL FINGER JOINT CONTRACTURES', 'CAMPTODACTYLY OF FINGER']",16
121358,,FULL LIPS|INCREASED VOLUME OF LIP|INCREASED VOLUME OF LIP VERMILLION|PLUMP LIPS|PROMINENT LIPS|THICK LIPS|THICK VERMILION BORDER,"['FULL LIPS', 'INCREASED VOLUME OF LIP', 'INCREASED VOLUME OF LIP VERMILLION', 'PLUMP LIPS', 'PROMINENT LIPS', 'THICK LIPS', 'THICK VERMILION BORDER']",16
109189,,ABNORMALITY OF THE ANTITRAGUS,ABNORMALITY OF THE ANTITRAGUS,16
165753,,ABSENT/SMALL CEREBELLUM|ABSENT/UNDERDEVELOPED CEREBELLUM|ATROPHY/DEGENERATION AFFECTING THE CEREBELLUM|ATROPHY/HYPOPLASIA OF THE CEREBELLUM|CEREBELLAR HYPOPLASIA/ATROPHY|APLASIA/HYPOPLASIA OF THE CEREBELLUM,"['ABSENT/SMALL CEREBELLUM', 'ABSENT/UNDERDEVELOPED CEREBELLUM', 'ATROPHY/DEGENERATION AFFECTING THE CEREBELLUM', 'ATROPHY/HYPOPLASIA OF THE CEREBELLUM', 'CEREBELLAR HYPOPLASIA/ATROPHY', 'APLASIA/HYPOPLASIA OF THE CEREBELLUM']",16
62116,,CURVATURE OF LITTLE FINGER|CURVATURE OF PINKIE FINGER|CURVATURE OF PINKY FINGER|BILATERAL FIFTH DIGIT CLINODACTYLY|BILATERAL FIFTH FINGER CLINODACTYLY|CLINODACTYLY OF FIFTH DIGIT|CLINODACTYLY OF THE LITTLE FINGER|FIFTH FINGER CLINODACTYLY|PERMANENT CURVING OF THE PINKIE FINGER|CLINODACTYLY OF THE 5TH FINGER,"['CURVATURE OF LITTLE FINGER', 'CURVATURE OF PINKIE FINGER', 'CURVATURE OF PINKY FINGER', 'BILATERAL FIFTH DIGIT CLINODACTYLY', 'BILATERAL FIFTH FINGER CLINODACTYLY', 'CLINODACTYLY OF FIFTH DIGIT', 'CLINODACTYLY OF THE LITTLE FINGER', 'FIFTH FINGER CLINODACTYLY', 'PERMANENT CURVING OF THE PINKIE FINGER', 'CLINODACTYLY OF THE 5TH FINGER']",16
79806,,"LOSS OF DEVELOPMENTAL MILESTONES|MENTAL DETERIORATION IN CHILDHOOD|NEURODEVELOPMENTAL REGRESSION|PSYCHOMOTOR REGRESSION|PSYCHOMOTOR REGRESSION BEGINNING IN INFANCY|PSYCHOMOTOR REGRESSION IN INFANTS|PSYCHOMOTOR REGRESSION, PROGRESSIVE|DEVELOPMENTAL REGRESSION","['LOSS OF DEVELOPMENTAL MILESTONES', 'MENTAL DETERIORATION IN CHILDHOOD', 'NEURODEVELOPMENTAL REGRESSION', 'PSYCHOMOTOR REGRESSION', 'PSYCHOMOTOR REGRESSION BEGINNING IN INFANCY', 'PSYCHOMOTOR REGRESSION IN INFANTS', 'PSYCHOMOTOR REGRESSION, PROGRESSIVE', 'DEVELOPMENTAL REGRESSION']",16
5390213,,,,16
175115,,FINE HAIR|FINE HAIR SHAFT|FINE HAIR TEXTURE|THIN HAIR|THIN HAIR SHAFT|THIN HAIR TEXTURE|THINNED HAIR,"['FINE HAIR', 'FINE HAIR SHAFT', 'FINE HAIR TEXTURE', 'THIN HAIR', 'THIN HAIR SHAFT', 'THIN HAIR TEXTURE', 'THINNED HAIR']",16
192603,,CEREBRAL VENTRICULAR DILATATION|DILATED CEREBRAL VENTRICLE|DILATED CEREBRAL VENTRICLES|DILATED VENTRICLES|ENLARGED CEREBRAL VENTRICLES|ENLARGED VENTRICLES|ENLARGED VENTRICULAR SYSTEM|LARGE CEREBRAL VENTRICLES AND CISTERNAE|VENTRICULAR DILATATION|VENTRICULOMEGALY,"['CEREBRAL VENTRICULAR DILATATION', 'DILATED CEREBRAL VENTRICLE', 'DILATED CEREBRAL VENTRICLES', 'DILATED VENTRICLES', 'ENLARGED CEREBRAL VENTRICLES', 'ENLARGED VENTRICLES', 'ENLARGED VENTRICULAR SYSTEM', 'LARGE CEREBRAL VENTRICLES AND CISTERNAE', 'VENTRICULAR DILATATION', 'VENTRICULOMEGALY']",31
5389895,,,,16
5391323,,,,16
100689,,ABNORMAL FINGERNAILS|ABNORMALITY OF THE FINGERNAILS|ABNORMAL FINGERNAIL MORPHOLOGY,"['ABNORMAL FINGERNAILS', 'ABNORMALITY OF THE FINGERNAILS', 'ABNORMAL FINGERNAIL MORPHOLOGY']",16
115995,,ABNORMALITY OF THE LONG BONE OF HAND|ANOMALY OF THE METACARPAL BONES|ABNORMALITY OF THE METACARPAL BONES,"['ABNORMALITY OF THE LONG BONE OF HAND', 'ANOMALY OF THE METACARPAL BONES', 'ABNORMALITY OF THE METACARPAL BONES']",16
167251,,KIDNEY STONES|RENAL CALCULI|RENAL STONES|NEPHROLITHIASIS,"['KIDNEY STONES', 'RENAL CALCULI', 'RENAL STONES', 'NEPHROLITHIASIS']",16
71083,,BROAD NOSE|INCREASED BREADTH OF NOSE|INCREASED NASAL BREADTH|INCREASED NASAL WIDTH|INCREASED WIDTH OF NOSE|WIDE NOSE,"['BROAD NOSE', 'INCREASED BREADTH OF NOSE', 'INCREASED NASAL BREADTH', 'INCREASED NASAL WIDTH', 'INCREASED WIDTH OF NOSE', 'WIDE NOSE']",16
71733,,"ALA NASI, UNDERDEVELOPED|ALAR CARTILAGE HYPOPLASIA|DECREASED SIZE OF NASAL ALAE|HYPOPLASTIC ALAE NASAE|HYPOPLASTIC ALAE NASI|HYPOPLASTIC ALAR CARTILAGE|HYPOPLASTIC ALAR NASAE|HYPOPLASTIC NARES|HYPOPLASTIC NASAL ALAE|HYPOPLASTIC NASAL WINGS|HYPOPLASTIC NOSTRILS|NASAL CARTILAGE HYPOPLASIA|SMALL NASAL ALAE|THIN HYPOPLASTIC ALAE NASI|UNDERDEVELOPED TISSUE AROUND NOSTRIL|UNDERDEVELOPED NASAL ALAE","['ALA NASI, UNDERDEVELOPED', 'ALAR CARTILAGE HYPOPLASIA', 'DECREASED SIZE OF NASAL ALAE', 'HYPOPLASTIC ALAE NASAE', 'HYPOPLASTIC ALAE NASI', 'HYPOPLASTIC ALAR CARTILAGE', 'HYPOPLASTIC ALAR NASAE', 'HYPOPLASTIC NARES', 'HYPOPLASTIC NASAL ALAE', 'HYPOPLASTIC NASAL WINGS', 'HYPOPLASTIC NOSTRILS', 'NASAL CARTILAGE HYPOPLASIA', 'SMALL NASAL ALAE', 'THIN HYPOPLASTIC ALAE NASI', 'UNDERDEVELOPED TISSUE AROUND NOSTRIL', 'UNDERDEVELOPED NASAL ALAE']",16
87512,,ELONGATED PHILTRUM|INCREASED HEIGHT OF PHILTRUM|INCREASED LENGTH OF PHILTRUM|INCREASED VERTICAL DIMENSION OF PHILTRUM|VERTICAL HYPERPLASIA OF PHILTRUM|LONG PHILTRUM,"['ELONGATED PHILTRUM', 'INCREASED HEIGHT OF PHILTRUM', 'INCREASED LENGTH OF PHILTRUM', 'INCREASED VERTICAL DIMENSION OF PHILTRUM', 'VERTICAL HYPERPLASIA OF PHILTRUM', 'LONG PHILTRUM']",16
197286,,BROAD MOUTH|LARGE MOUTH|LARGE ORAL APERTURE|MACROSTOMIA|WIDE MOUTH,"['BROAD MOUTH', 'LARGE MOUTH', 'LARGE ORAL APERTURE', 'MACROSTOMIA', 'WIDE MOUTH']",16
2597382,,,,16
2598816,,,,16
2599832,,,,16
2598632,,,,16
2598242,,,,16
2595293,,,,16
5347192,,,,16
5347196,,,,16
5347198,,,,16
5347200,,,,16
5347202,,,,16
5347204,,,,16
5347206,,,,16
5357612,,,,16
5362534,,,,16
5366170,,,,16
5366182,,,,16
5370370,,,,16
5379237,,,,16
5379457,,,,16
5379459,,,,16
5384903,,,,16
5384905,,,,16
5388925,,,,16
5390211,,,,16
5391315,,,,16
5391317,,,,16
5391319,,,,16
5391321,,,,16
5391325,,,,16
2599474,,,,16
2599785,,,,16
2594349,,,,16
5348700,,,,16
5348702,,,,16
5348704,,,,16
5348706,,,,16
5370960,,,,16
5366158,,,,16
5366160,,,,16
5366166,,,,16
5391305,,,,16
75148,,MANIC|MANIA,"['MANIC', 'MANIA']",2
160940,,STOOL HOLDING|STOOL SOILING|ENCOPRESIS,"['STOOL HOLDING', 'STOOL SOILING', 'ENCOPRESIS']",2
107381,,SEPARATION INSECURITY,SEPARATION INSECURITY,2
205504,,CLAUSTROPHOBIA,CLAUSTROPHOBIA,2
79360,,ABNORMAL FEAR/ANXIETY-RELATED BEHAVIOR,ABNORMAL FEAR/ANXIETY-RELATED BEHAVIOR,2
159853,,RECURRENT STREPTOCOCCUS PNEUMONIAE INFECTIONS,RECURRENT STREPTOCOCCUS PNEUMONIAE INFECTIONS,2
188529,,FEAR OF LOUD SOUNDS|PHONOPHOBIA,"['FEAR OF LOUD SOUNDS', 'PHONOPHOBIA']",2
155310,,ENURESIS,ENURESIS,2
24491,,IMPULSIVE|IMPULSIVITY,"['IMPULSIVE', 'IMPULSIVITY']",21
184998,,OPPOSITIONAL DEFIANT DISORDER,OPPOSITIONAL DEFIANT DISORDER,2
163242,,OBSESSIVE-COMPULSIVE TRAIT|OBSESSIVE-COMPULSIVE TRAITS,"['OBSESSIVE-COMPULSIVE TRAIT', 'OBSESSIVE-COMPULSIVE TRAITS']",2
103391,,TIC DISORDER|TICS,"['TIC DISORDER', 'TICS']",2
5323795,,DIFFUSE WHITE MATTER ABNORMALITIES SEEN ON BRAIN IMAGING,DIFFUSE WHITE MATTER ABNORMALITIES SEEN ON BRAIN IMAGING,17
5343992,,,,17
5358314,,,,17
5353618,,,,17
5343996,,,,17
5343994,,,,17
5358316,,,,17
5389863,,,,17
191495,,REPEATED SEIZURES WITHOUT RECOVERY BETWEEN THEM|STATUS EPILEPTICUS,"['REPEATED SEIZURES WITHOUT RECOVERY BETWEEN THEM', 'STATUS EPILEPTICUS']",38
190909,,ABNORMALITY OF BALANCE|ABNORMALITY OF EQUILIBRIUM|IMBALANCED WALK|GAIT IMBALANCE,"['ABNORMALITY OF BALANCE', 'ABNORMALITY OF EQUILIBRIUM', 'IMBALANCED WALK', 'GAIT IMBALANCE']",21
83014,,GAIT INSTABILITY|UNSTEADY WALK|UNSTEADY GAIT,"['GAIT INSTABILITY', 'UNSTEADY WALK', 'UNSTEADY GAIT']",12
144606,,EEG WITH GENERALIZED EPILEPTIFORM DISCHARGES,EEG WITH GENERALIZED EPILEPTIFORM DISCHARGES,12
142260,,FOCAL MOTOR SEIZURES|LOCALIZED MOTOR SEIZURES|PARTIAL MOTOR SEIZURES|FOCAL MOTOR SEIZURE,"['FOCAL MOTOR SEIZURES', 'LOCALIZED MOTOR SEIZURES', 'PARTIAL MOTOR SEIZURES', 'FOCAL MOTOR SEIZURE']",12
5369720,,,,12
169359,,DELUSIONS,['DELUSIONS'],31
113171,,SUPRANUCLEAR GAZE PARALYSIS|SUPRANUCLEAR GAZE PALSY,"['SUPRANUCLEAR GAZE PARALYSIS', 'SUPRANUCLEAR GAZE PALSY']",31
157417,,LOSS OF FACIAL EXPRESSION,['LOSS OF FACIAL EXPRESSION'],31
114661,,EXTRAPYRAMIDAL MUSCULAR RIGIDITY,EXTRAPYRAMIDAL MUSCULAR RIGIDITY,31
205540,,CEREBROSPINAL FLUID PROTEIN INCREASED|CEREBROSPINAL FLUID WITH INCREASED PROTEIN|ELEVATED CEREBROSPINAL FLUID PROTEIN|ELEVATED CSF PROTEIN|HYPERPROTEINORRHACHIA|INCREASED PROTEIN IN CSF|SPINAL FLUID PROTEIN ELEVATED|INCREASED CSF PROTEIN,"['CEREBROSPINAL FLUID PROTEIN INCREASED', 'CEREBROSPINAL FLUID WITH INCREASED PROTEIN', 'ELEVATED CEREBROSPINAL FLUID PROTEIN', 'ELEVATED CSF PROTEIN', 'HYPERPROTEINORRHACHIA', 'INCREASED PROTEIN IN CSF', 'SPINAL FLUID PROTEIN ELEVATED', 'INCREASED CSF PROTEIN']",31
120720,,LOSS OF BRAIN CELLS|NEURONAL LOSS|NEURONAL LOSS IN CNS|NEURONAL LOSS IN CENTRAL NERVOUS SYSTEM,"['LOSS OF BRAIN CELLS', 'NEURONAL LOSS', 'NEURONAL LOSS IN CNS', 'NEURONAL LOSS IN CENTRAL NERVOUS SYSTEM']",31
157843,,CEREBRAL CORTEX WITH SPONGIFORM CHANGES,CEREBRAL CORTEX WITH SPONGIFORM CHANGES,31
157578,,AKINETIC MUTISM,AKINETIC MUTISM,31
97074,,WHITE MATTER HYPERINTENSITY|HYPERINTENSITY OF CEREBRAL WHITE MATTER ON MRI,"['WHITE MATTER HYPERINTENSITY', 'HYPERINTENSITY OF CEREBRAL WHITE MATTER ON MRI']",31
193350,,RECURRENT ASPIRATION PNEUMONIA,RECURRENT ASPIRATION PNEUMONIA,31
120883,,HYPSARRHYTHMIA BY EEG|HYPSARRHYTHMIA,"['HYPSARRHYTHMIA BY EEG', 'HYPSARRHYTHMIA']",31
164157,,"FREQUENT INFECTIONS|FREQUENT, SEVERE INFECTIONS|INCREASED FREQUENCY OF INFECTION|INFECTIONS, RECURRENT|PREDISPOSITION TO INFECTIONS|RECURRENT INFECTIONS|SUSCEPTIBILITY TO INFECTION","['FREQUENT INFECTIONS', 'FREQUENT, SEVERE INFECTIONS', 'INCREASED FREQUENCY OF INFECTION', 'INFECTIONS, RECURRENT', 'PREDISPOSITION TO INFECTIONS', 'RECURRENT INFECTIONS', 'SUSCEPTIBILITY TO INFECTION']",31
80292,,INFECTION IN BLOOD STREAM|SEPSIS,"['INFECTION IN BLOOD STREAM', 'SEPSIS']",31
62653,,CORTICOSPINAL TRACT DYSFUNCTION|PYRAMIDAL TRACT DYSFUNCTION|UPPER MOTOR NEURON DYSFUNCTION,"['CORTICOSPINAL TRACT DYSFUNCTION', 'PYRAMIDAL TRACT DYSFUNCTION', 'UPPER MOTOR NEURON DYSFUNCTION']",15
169355,,BRISK DEEP TENDON REFLEXES|HYPERACTIVE DEEP TENDON REFLEXES,"['BRISK DEEP TENDON REFLEXES', 'HYPERACTIVE DEEP TENDON REFLEXES']",12
5348302,,,,31
5348308,,,,31
5348310,,,,31
5348316,,,,31
5356492,,,,31
5370402,,,,31
5377805,,,,31
5381357,,,,31
189539,,SPEECH DISORDER|SPEECH IMPAIRMENT|SPEECH IMPEDIMENT|NEUROLOGICAL SPEECH IMPAIRMENT,"['SPEECH DISORDER', 'SPEECH IMPAIRMENT', 'SPEECH IMPEDIMENT', 'NEUROLOGICAL SPEECH IMPAIRMENT']",21
191423,,BROAD BASED GAIT|WIDE BASED GAIT|WIDE BASED WALK|WIDE-BASED GAIT|BROAD-BASED GAIT,"['BROAD BASED GAIT', 'WIDE BASED GAIT', 'WIDE BASED WALK', 'WIDE-BASED GAIT', 'BROAD-BASED GAIT']",12
83068,,SPASTIC PARAPARESIS,SPASTIC PARAPARESIS,19
173953,,PONTOCEREBELLAR ATROPHY,PONTOCEREBELLAR ATROPHY,12
5387991,,,,12
189049,,DECREASED DISTAL TOUCH SENSE|DECREASED TOUCH SENSATION IN EXTREMITIES|IMPAIRED DISTAL TACTILE SENSATION,"['DECREASED DISTAL TOUCH SENSE', 'DECREASED TOUCH SENSATION IN EXTREMITIES', 'IMPAIRED DISTAL TACTILE SENSATION']",12
174325,,DECREASED DISTAL VIBRATION SENSE|IMPAIRED DISTAL VIBRATION SENSATION,"['DECREASED DISTAL VIBRATION SENSE', 'IMPAIRED DISTAL VIBRATION SENSATION']",12
70383,,INCREASED LEVELS OF ALPHA FETOPROTEIN|INCREASED SERUM ALPHA-FETOPROTEIN|SERUM ALPHA-FETOPROTEIN INCREASED|ALPHA FETOPROTEIN ABNORMAL|ELEVATED ALPHA-FETOPROTEIN,"['INCREASED LEVELS OF ALPHA FETOPROTEIN', 'INCREASED SERUM ALPHA-FETOPROTEIN', 'SERUM ALPHA-FETOPROTEIN INCREASED', 'ALPHA FETOPROTEIN ABNORMAL', 'ELEVATED ALPHA-FETOPROTEIN']",12
85278,,VARIABLE SEVERITY|HIGHLY VARIABLE SEVERITY|VARIABLE EXPRESSIVITY,"['VARIABLE SEVERITY', 'HIGHLY VARIABLE SEVERITY', 'VARIABLE EXPRESSIVITY']",12
205903,,"AMYOTROPHY OF DISTAL LIMB MUSCLES|DISTAL AMYOTROPHY, ESPECIALLY OF THE HANDS AND FEET|DISTAL LIMB MUSCLE ATROPHY|DISTAL MUSCLE ATROPHY|DISTAL MUSCLE ATROPHY, UPPER AND LOWER LIMBS|DISTAL MUSCLE DEGENERATION|DISTAL MUSCLE WASTING|DISTAL MUSCULAR ATROPHY|MUSCLE ATROPHY, DISTAL|DISTAL AMYOTROPHY","['AMYOTROPHY OF DISTAL LIMB MUSCLES', 'DISTAL AMYOTROPHY, ESPECIALLY OF THE HANDS AND FEET', 'DISTAL LIMB MUSCLE ATROPHY', 'DISTAL MUSCLE ATROPHY', 'DISTAL MUSCLE ATROPHY, UPPER AND LOWER LIMBS', 'DISTAL MUSCLE DEGENERATION', 'DISTAL MUSCLE WASTING', 'DISTAL MUSCULAR ATROPHY', 'MUSCLE ATROPHY, DISTAL', 'DISTAL AMYOTROPHY']",12
167537,,DECREASED MOTOR NCV|DECREASED MOTOR NERVE CONDUCTION VELOCITIES|REDUCED MOTOR NERVE CONDUCTION VELOCITY|DECREASED MOTOR NERVE CONDUCTION VELOCITY,"['DECREASED MOTOR NCV', 'DECREASED MOTOR NERVE CONDUCTION VELOCITIES', 'REDUCED MOTOR NERVE CONDUCTION VELOCITY', 'DECREASED MOTOR NERVE CONDUCTION VELOCITY']",12
148743,,"GAIT ATAXIA, PROGRESSIVE|PROGRESSIVE GAIT ATAXIA","['GAIT ATAXIA, PROGRESSIVE', 'PROGRESSIVE GAIT ATAXIA']",12
64427,,"DISTAL LIMB MUSCLE WEAKNESS|DISTAL LIMB WEAKNESS|DISTAL MUSCULAR WEAKNESS|DISTAL PARESIS|MUSCLE WEAKNESS, DISTAL|MUSCLE WEAKNESS, DISTAL LIMBS, DUE TO NEURONOPATHY|WEAKNESS OF DISTAL MUSCLES|WEAKNESS OF OUTERMOST MUSCLES|DISTAL LIMB MUSCLE WEAKNESS DUE TO PERIPHERAL NEUROPATHY|DISTAL MUSCLE WEAKNESS","['DISTAL LIMB MUSCLE WEAKNESS', 'DISTAL LIMB WEAKNESS', 'DISTAL MUSCULAR WEAKNESS', 'DISTAL PARESIS', 'MUSCLE WEAKNESS, DISTAL', 'MUSCLE WEAKNESS, DISTAL LIMBS, DUE TO NEURONOPATHY', 'WEAKNESS OF DISTAL MUSCLES', 'WEAKNESS OF OUTERMOST MUSCLES', 'DISTAL LIMB MUSCLE WEAKNESS DUE TO PERIPHERAL NEUROPATHY', 'DISTAL MUSCLE WEAKNESS']",12
132133,,ELEVATED BLOOD CREATINE PHOSPHOKINASE|ELEVATED CIRCULATING CREATINE PHOSPHOKINASE|ELEVATED CREATINE KINASE|ELEVATED SERUM CPK|ELEVATED SERUM CREATINE KINASE|ELEVATED SERUM CREATINE PHOSPHOKINASE|HIGH SERUM CREATINE KINASE|INCREASED CPK|INCREASED CREATINE KINASE|INCREASED CREATINE PHOSPHOKINASE|INCREASED SERUM CK|INCREASED SERUM CREATINE KINASE|INCREASED SERUM CREATINE PHOSPHOKINASE,"['ELEVATED BLOOD CREATINE PHOSPHOKINASE', 'ELEVATED CIRCULATING CREATINE PHOSPHOKINASE', 'ELEVATED CREATINE KINASE', 'ELEVATED SERUM CPK', 'ELEVATED SERUM CREATINE KINASE', 'ELEVATED SERUM CREATINE PHOSPHOKINASE', 'HIGH SERUM CREATINE KINASE', 'INCREASED CPK', 'INCREASED CREATINE KINASE', 'INCREASED CREATINE PHOSPHOKINASE', 'INCREASED SERUM CK', 'INCREASED SERUM CREATINE KINASE', 'INCREASED SERUM CREATINE PHOSPHOKINASE']",12
161400,,ABSENT OR DECREASED DEEP TENDON REFLEXES|DECREASED DEEP TENDON REFLEXES|DECREASED TENDON REFLEXES|DECREASED TO ABSENT DEEP TENDON REFLEXES|DECREASED/ABSENT DEEP TENDON REFLEXES|DEPRESSED TENDON REFLEXES|DIMINISHED DEEP TENDON REFLEXES|DIMINISHED OR ABSENT DEEP TENDON REFLEXES|DIMINISHED OR ABSENT TENDON REFLEXES|HYPOACTIVE TO ABSENT DEEP TENDON REFLEXES|IMPAIRED TENDON REFLEXES|REDUCED/ABSENT DEEP TENDON REFLEXES|WEAK OR ABSENT DEEP TENDON REFLEXES|REDUCED TENDON REFLEXES,"['ABSENT OR DECREASED DEEP TENDON REFLEXES', 'DECREASED DEEP TENDON REFLEXES', 'DECREASED TENDON REFLEXES', 'DECREASED TO ABSENT DEEP TENDON REFLEXES', 'DECREASED/ABSENT DEEP TENDON REFLEXES', 'DEPRESSED TENDON REFLEXES', 'DIMINISHED DEEP TENDON REFLEXES', 'DIMINISHED OR ABSENT DEEP TENDON REFLEXES', 'DIMINISHED OR ABSENT TENDON REFLEXES', 'HYPOACTIVE TO ABSENT DEEP TENDON REFLEXES', 'IMPAIRED TENDON REFLEXES', 'REDUCED/ABSENT DEEP TENDON REFLEXES', 'WEAK OR ABSENT DEEP TENDON REFLEXES', 'REDUCED TENDON REFLEXES']",12
110190,,OCULAR MOTOR APRAXIA|DEFECTIVE OR ABSENT HORIZONTAL VOLUNTARY EYE MOVEMENTS|OCULOMOTOR APRAXIA,"['OCULAR MOTOR APRAXIA', 'DEFECTIVE OR ABSENT HORIZONTAL VOLUNTARY EYE MOVEMENTS', 'OCULOMOTOR APRAXIA']",12
183078,,ABNORMALITY OF PROPRIOCEPTION|IMPAIRED PROPRIOCEPTION,"['ABNORMALITY OF PROPRIOCEPTION', 'IMPAIRED PROPRIOCEPTION']",12
169768,,AXONAL NEUROPATHY|AXONAL PERIPHERAL NEUROPATHY|PERIPHERAL AXONAL NEUROPATHY,"['AXONAL NEUROPATHY', 'AXONAL PERIPHERAL NEUROPATHY', 'PERIPHERAL AXONAL NEUROPATHY']",12
149822,,CHRONIC SURAL AXONAL NEUROPATHY|CHRONIC AXONAL NEUROPATHY,"['CHRONIC SURAL AXONAL NEUROPATHY', 'CHRONIC AXONAL NEUROPATHY']",12
128193,,"CONJUNCTIVAL TELANGIECTASES|SMALL DILATED BLOOD VESSELS NEAR MEMBRANE COVERING FRONT OF EYE AND EYELIDS|TELANGIECTASIA, CONJUNCTIVAL|CONJUNCTIVAL TELANGIECTASIA","['CONJUNCTIVAL TELANGIECTASES', 'SMALL DILATED BLOOD VESSELS NEAR MEMBRANE COVERING FRONT OF EYE AND EYELIDS', 'TELANGIECTASIA, CONJUNCTIVAL', 'CONJUNCTIVAL TELANGIECTASIA']",12
129072,,MIXED POLYNEUROPATHY|NERVE DAMAGE CAUSING DECREASED FEELING AND MOVEMENT|SENSORIMOTOR PERIPHERAL NEUROPATHY|SENSORIMOTOR NEUROPATHY,"['MIXED POLYNEUROPATHY', 'NERVE DAMAGE CAUSING DECREASED FEELING AND MOVEMENT', 'SENSORIMOTOR PERIPHERAL NEUROPATHY', 'SENSORIMOTOR NEUROPATHY']",12
172559,,ATROPHY OF CEREBELLAR VERMIS|ATROPHY OF THE CEREBELLAR VERMIS|CEREBELLAR VERMIS ATROPHY,"['ATROPHY OF CEREBELLAR VERMIS', 'ATROPHY OF THE CEREBELLAR VERMIS', 'CEREBELLAR VERMIS ATROPHY']",14
100421,,LOW ALBUMIN|HYPOALBUMINAEMIA|LOW BLOOD ALBUMIN|HYPOALBUMINEMIA,"['LOW ALBUMIN', 'HYPOALBUMINAEMIA', 'LOW BLOOD ALBUMIN', 'HYPOALBUMINEMIA']",12
114931,,HIGH CHOLESTEROL|ELEVATED SERUM CHOLESTEROL|ELEVATED TOTAL CHOLESTEROL|INCREASED TOTAL CHOLESTEROL|HYPERCHOLESTEROLEMIA,"['HIGH CHOLESTEROL', 'ELEVATED SERUM CHOLESTEROL', 'ELEVATED TOTAL CHOLESTEROL', 'INCREASED TOTAL CHOLESTEROL', 'HYPERCHOLESTEROLEMIA']",12
5368760,,,,12
5369320,,,,12
5368770,,,,12
5368768,,,,12
5368766,,,,12
5368764,,,,12
5368762,,,,12
5369322,,,,12
5375151,,,,12
5381919,,,,12
5381921,,,,12
5388943,,,,12
5392021,,,,12
5390313,,,,31
120401,,RETINA TUMOR|RETINOBLASTOMA,"['RETINA TUMOR', 'RETINOBLASTOMA']",3
168323,,DAMAGE TO NERVES THAT SENSE FEELING|PERIPHERAL SENSORY NEUROPATHY|SENSORY NEUROPATHY,"['DAMAGE TO NERVES THAT SENSE FEELING', 'PERIPHERAL SENSORY NEUROPATHY', 'SENSORY NEUROPATHY']",3
112581,,CONVERGENCE INSUFFICIENCY|IMPAIRED CONVERGENCE,"['CONVERGENCE INSUFFICIENCY', 'IMPAIRED CONVERGENCE']",3
113183,,MIDLINE BRAIN CALCIFICATIONS,MIDLINE BRAIN CALCIFICATIONS,3
67929,,DECREASED CENTRAL VISION|DECREASED CLARITY OF VISION|DECREASED VISUAL ACUITY|POOR VISUAL ACUITY|REDUCED VISUAL ACUITY,"['DECREASED CENTRAL VISION', 'DECREASED CLARITY OF VISION', 'DECREASED VISUAL ACUITY', 'POOR VISUAL ACUITY', 'REDUCED VISUAL ACUITY']",17
117443,,PROGRESSIVE VISUAL FIELD DEFECTS,PROGRESSIVE VISUAL FIELD DEFECTS,3
183286,,AMAUROSIS FUGAX,AMAUROSIS FUGAX,17
99719,,LETHARGY,['LETHARGY'],3
112087,,ABSENCE OF PAIN SENSATION|PAIN INSENSITIVITY,"['ABSENCE OF PAIN SENSATION', 'PAIN INSENSITIVITY']",3
86560,,RINGING IN EARS|RINGING IN THE EARS|TINNITUS,"['RINGING IN EARS', 'RINGING IN THE EARS', 'TINNITUS']",3
