Id,modularity_class,properties.name,properties._n_name,properties.n_name
80415,40,"nan, nan, nan, nan, nan, nan, nan","VISUAL HALLUCINATION, VISUAL HALLUCINATIONS, VISUAL HALLUCINATIONS, VISUAL HALLUCINATIONS, AUDITORY HALLUCINATION|AUDITORY HALLUCINATION, VERBAL|AUDITORY HALLUCINATIONS|AUDITORY HALLUCINATIONS, VERBAL|BODY SENSATION HALLUCINATION|BODY SENSATION HALLUCINATIONS|DISSOCIATIVE HALLUCINATION|DISSOCIATIVE HALLUCINATIONS|ELEMENTARY HALLUCINATION|ELEMENTARY HALLUCINATIONS|GUSTATORY HALLUCINATION|GUSTATORY HALLUCINATIONS|HALLUCINATION|HALLUCINATION OF BODY SENSATION|HALLUCINATION, AUDITORY|HALLUCINATION, DISSOCIATIVE|HALLUCINATION, ELEMENTARY|HALLUCINATION, GUSTATORY|HALLUCINATION, HYPNAGOGIC|HALLUCINATION, HYPNAPOMPIC|HALLUCINATION, KINESTHETIC|HALLUCINATION, MOOD CONGRUENT|HALLUCINATION, MOOD INCONGRUENT|HALLUCINATION, OLFACTORY|HALLUCINATION, ORGANIC|HALLUCINATION, REFLEX|HALLUCINATION, SENSORY|HALLUCINATION, SOMATIC|HALLUCINATION, TACTILE|HALLUCINATION, VERBAL AUDITORY|HALLUCINATION, VISUAL|HALLUCINATIONS, AUDITORY|HALLUCINATIONS, DISSOCIATIVE|HALLUCINATIONS, ELEMENTARY|HALLUCINATIONS, FORMED, OF PEOPLE|HALLUCINATIONS, GUSTATORY|HALLUCINATIONS, HYPNAGOGIC|HALLUCINATIONS, HYPNAPOMPIC|HALLUCINATIONS, INTERNAL BODY SENSATION|HALLUCINATIONS, KINESTHETIC|HALLUCINATIONS, MOOD CONGRUENT|HALLUCINATIONS, MOOD INCONGRUENT|HALLUCINATIONS, OLFACTORY|HALLUCINATIONS, ORGANIC|HALLUCINATIONS, REFLEX|HALLUCINATIONS, SENSORY|HALLUCINATIONS, SOMATIC|HALLUCINATIONS, TACTILE|HALLUCINATIONS, VERBAL AUDITORY|HALLUCINATIONS, VISUAL|HALLUCINATIONS, VISUAL, FORMED|HALLUCINATIONS, VISUAL, UNFORMED|HYPNAGOGIC HALLUCINATION|HYPNAGOGIC HALLUCINATIONS|HYPNAPOMPIC HALLUCINATION|HYPNAPOMPIC HALLUCINATIONS|KINESTHETIC HALLUCINATION|KINESTHETIC HALLUCINATIONS|MOOD CONGRUENT HALLUCINATION|MOOD CONGRUENT HALLUCINATIONS|MOOD INCONGRUENT HALLUCINATION|MOOD INCONGRUENT HALLUCINATIONS|OLFACTORY HALLUCINATION|OLFACTORY HALLUCINATIONS|ORGANIC HALLUCINATION|ORGANIC HALLUCINATIONS|REFLEX HALLUCINATION|REFLEX HALLUCINATIONS|SENSORY HALLUCINATION|SENSORY HALLUCINATIONS|SOMATIC HALLUCINATION|SOMATIC HALLUCINATIONS|TACTILE HALLUCINATION|TACTILE HALLUCINATIONS|VERBAL AUDITORY HALLUCINATION|VERBAL AUDITORY HALLUCINATIONS|VISUAL HALLUCINATION|VISUAL HALLUCINATIONS|HALLUCINATIONS, VISUAL HALLUCINATIONS|HALLUCINATION, VISUAL|HALLUCINATIONS, VISUAL|SEEING THINGS|VISUAL HALLUCINATION, HALLUCINATION|HALLUCINATIONS|SENSORY HALLUCINATION","VISUAL HALLUCINATION, ['VISUAL HALLUCINATIONS'], VISUAL HALLUCINATIONS, VISUAL HALLUCINATIONS, ['AUDITORY HALLUCINATION', 'AUDITORY HALLUCINATION, VERBAL', 'AUDITORY HALLUCINATIONS', 'AUDITORY HALLUCINATIONS, VERBAL', 'BODY SENSATION HALLUCINATION', 'BODY SENSATION HALLUCINATIONS', 'DISSOCIATIVE HALLUCINATION', 'DISSOCIATIVE HALLUCINATIONS', 'ELEMENTARY HALLUCINATION', 'ELEMENTARY HALLUCINATIONS', 'GUSTATORY HALLUCINATION', 'GUSTATORY HALLUCINATIONS', 'HALLUCINATION', 'HALLUCINATION OF BODY SENSATION', 'HALLUCINATION, AUDITORY', 'HALLUCINATION, DISSOCIATIVE', 'HALLUCINATION, ELEMENTARY', 'HALLUCINATION, GUSTATORY', 'HALLUCINATION, HYPNAGOGIC', 'HALLUCINATION, HYPNAPOMPIC', 'HALLUCINATION, KINESTHETIC', 'HALLUCINATION, MOOD CONGRUENT', 'HALLUCINATION, MOOD INCONGRUENT', 'HALLUCINATION, OLFACTORY', 'HALLUCINATION, ORGANIC', 'HALLUCINATION, REFLEX', 'HALLUCINATION, SENSORY', 'HALLUCINATION, SOMATIC', 'HALLUCINATION, TACTILE', 'HALLUCINATION, VERBAL AUDITORY', 'HALLUCINATION, VISUAL', 'HALLUCINATIONS, AUDITORY', 'HALLUCINATIONS, DISSOCIATIVE', 'HALLUCINATIONS, ELEMENTARY', 'HALLUCINATIONS, FORMED, OF PEOPLE', 'HALLUCINATIONS, GUSTATORY', 'HALLUCINATIONS, HYPNAGOGIC', 'HALLUCINATIONS, HYPNAPOMPIC', 'HALLUCINATIONS, INTERNAL BODY SENSATION', 'HALLUCINATIONS, KINESTHETIC', 'HALLUCINATIONS, MOOD CONGRUENT', 'HALLUCINATIONS, MOOD INCONGRUENT', 'HALLUCINATIONS, OLFACTORY', 'HALLUCINATIONS, ORGANIC', 'HALLUCINATIONS, REFLEX', 'HALLUCINATIONS, SENSORY', 'HALLUCINATIONS, SOMATIC', 'HALLUCINATIONS, TACTILE', 'HALLUCINATIONS, VERBAL AUDITORY', 'HALLUCINATIONS, VISUAL', 'HALLUCINATIONS, VISUAL, FORMED', 'HALLUCINATIONS, VISUAL, UNFORMED', 'HYPNAGOGIC HALLUCINATION', 'HYPNAGOGIC HALLUCINATIONS', 'HYPNAPOMPIC HALLUCINATION', 'HYPNAPOMPIC HALLUCINATIONS', 'KINESTHETIC HALLUCINATION', 'KINESTHETIC HALLUCINATIONS', 'MOOD CONGRUENT HALLUCINATION', 'MOOD CONGRUENT HALLUCINATIONS', 'MOOD INCONGRUENT HALLUCINATION', 'MOOD INCONGRUENT HALLUCINATIONS', 'OLFACTORY HALLUCINATION', 'OLFACTORY HALLUCINATIONS', 'ORGANIC HALLUCINATION', 'ORGANIC HALLUCINATIONS', 'REFLEX HALLUCINATION', 'REFLEX HALLUCINATIONS', 'SENSORY HALLUCINATION', 'SENSORY HALLUCINATIONS', 'SOMATIC HALLUCINATION', 'SOMATIC HALLUCINATIONS', 'TACTILE HALLUCINATION', 'TACTILE HALLUCINATIONS', 'VERBAL AUDITORY HALLUCINATION', 'VERBAL AUDITORY HALLUCINATIONS', 'VISUAL HALLUCINATION', 'VISUAL HALLUCINATIONS', 'HALLUCINATIONS'], ['VISUAL HALLUCINATIONS', 'HALLUCINATION, VISUAL', 'HALLUCINATIONS, VISUAL', 'SEEING THINGS', 'VISUAL HALLUCINATION'], ['HALLUCINATION', 'HALLUCINATIONS', 'SENSORY HALLUCINATION']"
145128,40,"nan, nan","LAFORA BODIES|LAFORA BODY, LAFORA BODIES","['LAFORA BODIES', 'LAFORA BODY'], LAFORA BODIES"
934513,40,"nan, nan","SIMPLE PARTIAL SEIZURES WITH SECONDARY GENERALIZATION, SIMPLE PARTIAL SEIZURES WITH SECONDARY GENERALIZATION","SIMPLE PARTIAL SEIZURES WITH SECONDARY GENERALIZATION, SIMPLE PARTIAL SEIZURES WITH SECONDARY GENERALIZATION"
934477,40,"nan, nan","DISORGANIZED EEG, DISORGANIZED EEG","DISORGANIZED EEG, DISORGANIZED EEG"
933069,40,"nan, nan","INTRACELLULAR PAS-POSITIVE POLYGLUCOSAN INCLUSION BODIES ('LAFORA' BODIES), INTRACELLULAR PAS-POSITIVE POLYGLUCOSAN INCLUSION BODIES ('LAFORA' BODIES)","INTRACELLULAR PAS-POSITIVE POLYGLUCOSAN INCLUSION BODIES ('LAFORA' BODIES), INTRACELLULAR PAS-POSITIVE POLYGLUCOSAN INCLUSION BODIES ('LAFORA' BODIES)"
933097,40,"nan, nan","HEPATIC FAILURE (LESS COMMON), HEPATIC FAILURE (LESS COMMON)","HEPATIC FAILURE (LESS COMMON), HEPATIC FAILURE (LESS COMMON)"
933021,40,"nan, nan","INTRACELLULAR PAS-POSITIVE POLYGLUCOSAN INCLUSION BODIES ('LAFORA' BODIES) CAN BE FOUND IN VARIOUS TISSUES (BRAIN, LIVER, MUSCLE, HEART, SKIN), INTRACELLULAR PAS-POSITIVE POLYGLUCOSAN INCLUSION BODIES ('LAFORA' BODIES) CAN BE FOUND IN VARIOUS TISSUES (BRAIN, LIVER, MUSCLE, HEART, SKIN)","INTRACELLULAR PAS-POSITIVE POLYGLUCOSAN INCLUSION BODIES ('LAFORA' BODIES) CAN BE FOUND IN VARIOUS TISSUES (BRAIN, LIVER, MUSCLE, HEART, SKIN), INTRACELLULAR PAS-POSITIVE POLYGLUCOSAN INCLUSION BODIES ('LAFORA' BODIES) CAN BE FOUND IN VARIOUS TISSUES (BRAIN, LIVER, MUSCLE, HEART, SKIN)"
933230,40,"nan, nan","ONSET IN LATE CHILDHOOD/ADOLESCENCE (APPROXIMATELY 15 YEARS), ONSET IN LATE CHILDHOOD/ADOLESCENCE (APPROXIMATELY 15 YEARS)","ONSET IN LATE CHILDHOOD/ADOLESCENCE (APPROXIMATELY 15 YEARS), ONSET IN LATE CHILDHOOD/ADOLESCENCE (APPROXIMATELY 15 YEARS)"
933141,40,"nan, nan","SHORT SURVIVAL (LESS THAN 10 YEARS AFTER ONSET), SHORT SURVIVAL (LESS THAN 10 YEARS AFTER ONSET)","SHORT SURVIVAL (LESS THAN 10 YEARS AFTER ONSET), SHORT SURVIVAL (LESS THAN 10 YEARS AFTER ONSET)"
874458,40,"nan, nan","CAUSED BY MUTATION IN THE LAFORIN GENE (EPM2A, 607566.0001), CAUSED BY MUTATION IN THE LAFORIN GENE (EPM2A, 607566.0001)","CAUSED BY MUTATION IN THE LAFORIN GENE (EPM2A, 607566.0001), CAUSED BY MUTATION IN THE LAFORIN GENE (EPM2A, 607566.0001)"
874404,40,"nan, nan","CAUSED BY MUTATION IN THE MALIN GENE (NHLRC1, 608072.0001), CAUSED BY MUTATION IN THE MALIN GENE (NHLRC1, 608072.0001)","CAUSED BY MUTATION IN THE MALIN GENE (NHLRC1, 608072.0001), CAUSED BY MUTATION IN THE MALIN GENE (NHLRC1, 608072.0001)"
874422,40,"nan, nan","PATIENTS WITH MUTATION IN THE NHLRC1 GENE HAVE SLIGHTLY LONGER SURVIVAL, PATIENTS WITH MUTATION IN THE NHLRC1 GENE HAVE SLIGHTLY LONGER SURVIVAL","PATIENTS WITH MUTATION IN THE NHLRC1 GENE HAVE SLIGHTLY LONGER SURVIVAL, PATIENTS WITH MUTATION IN THE NHLRC1 GENE HAVE SLIGHTLY LONGER SURVIVAL"
